date,symbol,ret
2023-01-03,600000.SH,0.011046638302419068
2023-01-03,600519.SH,0.036875429276051
2023-01-03,000001.SZ,0.008041958977769203
2023-01-03,300750.SZ,0.042626452470593226
2023-01-03,601318.SH,-0.027410583635273933
2023-01-03,000858.SZ,0.028281844686684297
2023-01-03,002594.SZ,0.007345087000134626
2023-01-03,600036.SH,0.007531456035865957
2023-01-04,600000.SH,-0.006419493688814584
2023-01-04,600519.SH,-0.012822952916882027
2023-01-04,000001.SZ,0.014945413708864099
2023-01-04,300750.SZ,0.01137451023482268
2023-01-04,601318.SH,0.013993987953755225
2023-01-04,000858.SZ,-0.03615404049001963
2023-01-04,002594.SZ,0.009463012354699216
2023-01-04,600036.SH,0.04117084527362223
2023-01-05,600000.SH,-0.027328408338807827
2023-01-05,600519.SH,-0.0036660038030111035
2023-01-05,000001.SZ,-0.003451230297112506
2023-01-05,300750.SZ,-0.0020607148277928507
2023-01-05,601318.SH,-0.011329907394418456
2023-01-05,000858.SZ,-0.01325796306212897
2023-01-05,002594.SZ,-0.008948385638184399
2023-01-05,600036.SH,0.004282409940773165
2023-01-06,600000.SH,0.007188113117049175
2023-01-06,600519.SH,-0.003436346626302945
2023-01-06,000001.SZ,0.01988721611600004
2023-01-06,300750.SZ,0.017164463463954758
2023-01-06,601318.SH,0.020788933846338
2023-01-06,000858.SZ,-0.015137598817290345
2023-01-06,002594.SZ,-0.012291095048649434
2023-01-06,600036.SH,0.02038258125918701
2023-01-09,600000.SH,0.0031356804699988576
2023-01-09,600519.SH,-0.0027380329228047203
2023-01-09,000001.SZ,0.006474751058599092
2023-01-09,300750.SZ,-0.006705522471823313
2023-01-09,601318.SH,0.005121224836832766
2023-01-09,000858.SZ,0.01693774415522669
2023-01-09,002594.SZ,0.037991296854731293
2023-01-09,600036.SH,0.021548266153876457
2023-01-10,600000.SH,-0.008078151995143704
2023-01-10,600519.SH,-0.04556848740626904
2023-01-10,000001.SZ,0.03271863306174032
2023-01-10,300750.SZ,-0.023481589737859552
2023-01-10,601318.SH,-0.017976664911325976
2023-01-10,000858.SZ,0.012946120511175536
2023-01-10,002594.SZ,0.021935312074812523
2023-01-10,600036.SH,0.03300103417386795
2023-01-11,600000.SH,-0.020805498332663805
2023-01-11,600519.SH,0.01803556238750861
2023-01-11,000001.SZ,-0.004252978071294396
2023-01-11,300750.SZ,-0.01071878535013972
2023-01-11,601318.SH,0.0016237034705437105
2023-01-11,000858.SZ,0.008606332835275341
2023-01-11,002594.SZ,0.001828431416757235
2023-01-11,600036.SH,0.02105041620191739
2023-01-12,600000.SH,-0.01872532148023104
2023-01-12,600519.SH,-0.042599059943195725
2023-01-12,000001.SZ,-0.014816406237152477
2023-01-12,300750.SZ,-0.0034074633763322417
2023-01-12,601318.SH,-0.002042470079830319
2023-01-12,000858.SZ,0.024955272931287898
2023-01-12,002594.SZ,0.006681460449108841
2023-01-12,600036.SH,-0.007096625580172444
2023-01-13,600000.SH,-0.0010311596416497546
2023-01-13,600519.SH,0.023561358832861586
2023-01-13,000001.SZ,-0.008011596824399548
2023-01-13,300750.SZ,-0.028942253908077975
2023-01-13,601318.SH,0.0033969726001344975
2023-01-13,000858.SZ,0.01437559873689156
2023-01-13,002594.SZ,-0.021438538822626807
2023-01-13,600036.SH,-0.05913883937680226
2023-01-16,600000.SH,0.007622101952703732
2023-01-16,600519.SH,-0.0048803953946695055
2023-01-16,000001.SZ,-0.01794013231669237
2023-01-16,300750.SZ,-0.029235320860724962
2023-01-16,601318.SH,0.003303787489210813
2023-01-16,000858.SZ,-0.010082838342707885
2023-01-16,002594.SZ,0.004939299097550387
2023-01-16,600036.SH,0.0011952004905508332
2023-01-17,600000.SH,-0.008900421563081958
2023-01-17,600519.SH,-0.006866285519205354
2023-01-17,000001.SZ,-0.0030431719202578685
2023-01-17,300750.SZ,-0.009174959844261027
2023-01-17,601318.SH,0.005981477133435526
2023-01-17,000858.SZ,-0.014668541910665205
2023-01-17,002594.SZ,-0.006280609113816414
2023-01-17,600036.SH,0.017270984647156703
2023-01-18,600000.SH,-0.006401640400232953
2023-01-18,600519.SH,-0.012855855547687945
2023-01-18,000001.SZ,0.015258377565317728
2023-01-18,300750.SZ,-0.007689506888655975
2023-01-18,601318.SH,0.03288241495727864
2023-01-18,000858.SZ,-0.04119416555239732
2023-01-18,002594.SZ,-0.04256105901763878
2023-01-18,600036.SH,-0.02040000263151166
2023-01-19,600000.SH,0.01703043398451212
2023-01-19,600519.SH,-0.016219650266046028
2023-01-19,000001.SZ,-0.028019374553767733
2023-01-19,300750.SZ,0.0034314809296501015
2023-01-19,601318.SH,-0.01819082135046474
2023-01-19,000858.SZ,0.010838585630658511
2023-01-19,002594.SZ,0.012790718474378087
2023-01-19,600036.SH,-0.01816613520873816
